product_name,retail_price,discounted_price,product_rating,overall_rating,category
,,,,,Others
,,,,,Others
BlueStone The Twin Wingflow Yellow Gold Diamond 18 K Ring,13010.0,13010.0,,,Jewellery
Allen Solly Girl's Shift Dress,1499.0,1049.0,,,Clothing
Allen Solly Girl's Gathered Dress,1399.0,979.0,,,Clothing
Ozel Studio Casual Full Sleeve Printed Women's Top,,985.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Ozel Studio Casual Full Sleeve Solid Women's Top,,1425.0,,,Clothing
Ozel Studio Casual Sleeveless Printed Women's Top,,1290.0,,,Clothing
Gee & Bee Casual Printed Women's Kurti,2164.0,649.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
WearYourShine by PCJ The Skyrah Gold Diamond 18 K Ring,10213.0,10213.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
WearYourShine by PCJ The Dawnetta Gold Diamond 18 K Ring,10227.0,10227.0,,,Jewellery
,,,,,Others
,,,,,Others
WearYourShine by PCJ,,,,,Others
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,1.0,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
TeeMoods Casual Full Sleeve Striped Women's Top,,1399.0,,,Clothing
,,,,,Others
 Length-25,,,,,Sleeves-22; Medium-Chest-32
 Length-25,,,,,Sleeves-22; Medium-Chest-32
The Clove Casual 3/4 Sleeve Striped Women's Top,,1499.0,,,Clothing
Nun Casual Full Sleeve Striped Women's Top,,1195.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Moda Vastra Casual 3/4 Sleeve Graphic Print Women's Top,,1799.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Nishtaa Yellow Gold 22 K Ring,7180.0,6821.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
Cation Casual 3/4 Sleeve Solid Women's Top,,899.0,,,Clothing
Cation Casual Short Sleeve Solid Women's Top,,1099.0,,,Clothing
Cation Casual 3/4 Sleeve Solid Women's Top,,2800.0,,,Clothing
Nishtaa Yellow Gold 22 K Ring,7810.0,7420.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
"Cation Casual Short Sleeve, 3/4 Sleeve Solid Women's Top",,2600.0,,,Clothing
Shopaholic Casual 3/4 Sleeve Solid Women's Top,,1299.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Cation Casual 3/4 Sleeve Printed Women's Top,,1099.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Goddess Women Casual 3/4 Sleeve Solid Women's Top,,1199.0,,,Clothing
BownBee Girl's Gathered Dress,999.0,799.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Herberto Girl's A-line Dress,1699.0,849.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Herberto Girl's A-line Dress,2999.0,1499.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Herberto Girl's High Low Dress,1899.0,1025.0,,,Clothing
Fundoo T Full Sleeve Solid Men's Sweatshirt,1998.0,749.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Herberto Girl's A-line Dress,1599.0,649.0,,,Clothing
Herberto Girl's A-line Dress,2999.0,1619.0,,,Clothing
Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,11076.0,9414.0,,,Jewellery
,,,,,Others
 Diamond Cut: Brilliant,,,,,Others
" Diamond Cut: Brilliant""",,,,,Others
Jewels Of Jaipur Gold Ruby Yellow Gold 14 K Ring,11587.0,9848.0,,,Jewellery
,,,,,Others
 Diamond Cut: Brilliant,,,,,Others
" Diamond Cut: Brilliant""",,,,,Others
"BlueStone The Ziva Yellow Gold Diamond, Emerald 18 K Ring",31300.0,28313.0,,,Jewellery
United Colors of Benetton Striped Round Neck Casual Women's Sweater,2499.0,1624.0,,,Clothing
United Colors of Benetton Solid Round Neck Casual Women's Sweater,2499.0,1624.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Tapyti Casual Full Sleeve Solid Women's Top,,845.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Only Party Short Sleeve Solid Women's Top,,1495.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
Elisabetta Bartolli Party Short Sleeve Solid Women's Top,,2095.0,,,Clothing
,,,,,Others
 Suttle Partywear For All Occasions,,,,,Others
" Suttle Partywear For All Occasions""",,,,,Others
Tapyti Casual Short Sleeve Solid Women's Top,,815.0,,,Clothing
MSL Women Flats,499.0,499.0,,,Footwear
Tapyti Party Sleeveless Solid Women's Top,,1275.0,,,Clothing
Nishtaa Yellow Gold 22 K Ring,9300.0,8835.0,,,Jewellery
,,,,,Others
 or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.,,,,,Others
" or at the workplace. All NISHTAA products are 916 Hallmarked and BIS certified. All NISHTAA Products come with a Jewellery Box and Guarantee card.""",,,,,Others
JDX Plain Bed/Sleeping Pillow,,7999.0,,,Home Furnishing
,,,,,Others
 Washable,,,,,Others
 Washable,,,,,Others
Cation Casual 3/4 Sleeve Solid Women's Top,,999.0,,,Clothing
JDX Plain Bed/Sleeping Pillow,,5299.0,,,Home Furnishing
,,,,,Others
 Washable,,,,,Others
 Washable,,,,,Others
Cation Casual 3/4 Sleeve Solid Women's Top,,1998.0,,,Clothing
JDX Plain Bed/Sleeping Pillow,,5899.0,,,Home Furnishing
,,,,,Others
 Washable,,,,,Others
 Washable,,,,,Others
Cation Casual Short Sleeve Solid Women's Top,,899.0,,,Clothing
DailyObjects Back Cover for iPad Mini/Retina Display,1999.0,1685.0,,,Mobiles & Accessories
,,,,,Others
 so that you are not like lot of the other out there. Not only this but it will also protect your phone and will help you to keep it in its pristine form. Give your phone the protection of this classy case which will act as a shield against dust,,,,,Others
 so that you are not like lot of the other out there. Not only this but it will also protect your phone and will help you to keep it in its pristine form. Give your phone the protection of this classy case which will act as a shield against dust,,,,,Others
Life by Shoppers Stop Women's Gathered Dress,1399.0,839.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,2975.0,1475.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3675.0,2175.0,,,Jewellery
Calgari Women's Gathered Dress,1799.0,1799.0,,,Clothing
Dumdaar.com Women's Gathered Dress,1699.0,899.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,4525.0,3025.0,,,Jewellery
Kiara Jewellery Silver Cubic Zirconia Rhodium Ring,3911.0,1955.0,,,Jewellery
Krasns Couture Formal Sleeveless Solid Women's Top,,2900.0,,,Clothing
Forever Fashion Casual Sleeveless Solid Women's Top,,1599.0,,,Clothing
,,,,,Others
 Security Of Buying Value For Money Goods From The Store Of Namaskaar India,,,,,Others
 Security Of Buying Value For Money Goods From The Store Of Namaskaar India,,,,,Others
JDX Plain Bed/Sleeping Pillow,,5899.0,,,Home Furnishing
,,,,,Others
 Washable,,,,,Others
 Washable,,,,,Others
JDX Plain Bed/Sleeping Pillow,,7999.0,,,Home Furnishing
JDX Plain Bed/Sleeping Pillow,,10999.0,,,Home Furnishing
,,,,,Others
 Washable,,,,,Others
 Washable,,,,,Others
Ishtaa Gold Cubic Zirconia 18 K Ring,8690.0,8255.0,,,Jewellery
,,,,,Others
 cluster and other patterns.,,,,,Others
" cluster and other patterns.""",,,,,Others
Selfcare Soft & Comfortable Newly Launched Girl's Top - Pyjama Set,749.0,369.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Selfcare Soft & Comfortable Newly Launched Girl's Top,720.0,360.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,740.0,370.0,,,Clothing
Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,740.0,370.0,,,Clothing
Selfcare Soft & Comfortable Newly Launched Girl's Pyjama,740.0,370.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Selfcare Soft & Comfortable Newly Launched Girl's Top,720.0,360.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Selfcare Girl's Top - Pyjama Set,749.0,369.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
BlueStone The Sestet Yellow Gold Diamond 14 K Ring,23124.0,20581.0,,,Jewellery
YK Self Design Round Neck Casual Boy's Sweater,1199.0,779.0,,,Clothing
,,,,,Others
 and long sleeves. Pep up your little boy's look with this trendy sweater. Layer it for him over a solid shirt,,,,,Others
 and long sleeves. Pep up your little boy's look with this trendy sweater. Layer it for him over a solid shirt,,,,,Others
Addyvero Geometric Print Round Neck Casual Boy's Sweater,1499.0,549.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Next Steps Striped Round Neck Casual Boy's Sweater,599.0,439.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
BlueStone The Elettra Yellow Gold Diamond 18 K Ring,15916.0,15916.0,,,Jewellery
Herberto Girl's A-line Dress,2899.0,1499.0,,,Clothing
Ozel Studio Casual Full Sleeve Floral Print Women's Top,,1645.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1400.0,840.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Navaksha Necktie Men's  Combo,1400.0,840.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Superkids Solid Round Neck Casual Boy's Sweater,825.0,825.0,,,Clothing
Bells And Whistles Striped Round Neck Boy's Sweater,1099.0,659.0,,5.0,Clothing
Babeezworld Solid Round Neck Boy's Sweater,1400.0,800.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
BlueStone The Crocio Band Yellow Gold Diamond 14 K Ring,22946.0,20423.0,,,Jewellery
Betty Girl's Maxi Dress,1990.0,1990.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Betty Girl's Maxi Dress,2070.0,2070.0,,,Clothing
Betty Girl's Maxi Dress,2230.0,2007.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Betty Girl's Maxi Dress,2120.0,2120.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Betty Girl's Maxi Dress,2055.0,2055.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Betty Girl's Maxi Dress,2630.0,2630.0,,,Clothing
Betty Girl's Maxi Dress,2455.0,2455.0,,,Clothing
,,,,,Others
 Neck - V Neck,,,,,Others
 Neck - V Neck,,,,,Others
Betty Girl's Maxi Dress,1995.0,1995.0,,,Clothing
,,,,,Others
 Neck - V Neck,,,,,Others
 Neck - V Neck,5.0,,,,Others
Betty Girl's Maxi Dress,1995.0,1995.0,,,Clothing
,,,,,Others
 Neck - V Neck,,,,,Others
 Neck - V Neck,,,,,Others
Karatcraft Risena Gold Diamond 18 K Ring,44470.0,37058.0,,,Jewellery
,,,,,Others
 just like your spirits.,,,,,Others
" just like your spirits.""",,,,,Others
Nineteen Casual Bell Sleeve Solid Women's Top,,1199.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Imagination Casual Full Sleeve Solid Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Imagination Casual Full Sleeve Solid Women's Top,,999.0,,,Clothing
Imagination Casual Full Sleeve Striped Women's Top,,1299.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,{{Sleeve
Klick Casual Full Sleeve Solid Women's Top,,1799.0,,,Clothing
NOD Casual Full Sleeve Solid Women's Top,,1999.0,,,Clothing
Besiva Casual Full Sleeve Solid Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Imagination Casual Full Sleeve Solid Women's Top,,999.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Cation Casual Short Sleeve Solid Women's Top,,1400.0,,,Clothing
Cation Casual 3/4 Sleeve Solid Women's Top,,1099.0,,,Clothing
Yna Wayfarer Sunglasses,1199.0,299.0,,,Sunglasses
TeeMoods Casual Short Sleeve Solid Women's Top,,999.0,,,Clothing
TeeMoods Casual Short Sleeve Solid Women's Top,,999.0,,,Clothing
TeeMoods Casual Full Sleeve Solid Women's Top,,999.0,,,Clothing
Karatcraft Triniya Promise Gold Diamond 18 K Ring,44019.0,28011.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Aaliya Casual Sleeveless Solid Women's Top,,1400.0,,,Clothing
Karatcraft Citra Engagement Gold Diamond 18 K Ring,46772.0,33298.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Cation Casual Short Sleeve Solid Women's Top,,899.0,,,Clothing
Cation Casual Short Sleeve Solid Women's Top,,1200.0,,,Clothing
Cation Casual 3/4 Sleeve Solid Women's Top,,1400.0,,,Clothing
Cation Casual 3/4 Sleeve Solid Women's Top,,899.0,,,Clothing
"Cation Casual Short Sleeve, Sleeveless Solid Women's Top",,2200.0,,,Clothing
Cation Casual Sleeveless Solid Women's Top,,899.0,,,Clothing
Paprika Party Sleeveless Solid Women's Top,,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Yepme Women Flats,399.0,199.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Karatcraft Sima Gold Diamond 18 K Ring,49999.0,35698.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Stilestreet Casual Short Sleeve Solid Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
4,,,,,Others
Gag Wear Casual Short Sleeve Solid Women's Top,,699.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Karatcraft Ailey Band Gold Diamond 18 K Ring,47049.0,33702.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Karatcraft Clariz Gold Diamond 18 K Ring,42860.0,38964.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Foot Candy Women Heels,1599.0,799.0,,,Footwear
Foot Candy Women Heels,1799.0,899.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Foot Candy Women Heels,1599.0,799.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Foot Candy Women Heels,1599.0,799.0,,,Footwear
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3075.0,1537.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,2875.0,1375.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3425.0,1925.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3475.0,1975.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3275.0,1637.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3875.0,1375.0,,,Jewellery
Kiara Jewellery KIR0344 Silver Cubic Zirconia Rhodium Ring,3467.0,1733.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3625.0,2125.0,,,Jewellery
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
C&S Shopping Gallery Women's Leggings,1199.0,499.0,,,Clothing
Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,1899.0,1899.0,,,Home Furnishing
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Riva Carpets,,,,,Others
Riva Carpets Cotton Free Bath Mat Classic Loop Shag Bathmat_RI-527,1799.0,1799.0,,,Home Furnishing
Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,1899.0,1899.0,,,Home Furnishing
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Riva Carpets,,,,,Others
Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,1899.0,1899.0,,,Home Furnishing
Riva Carpets Cotton Free Bath Mat Classic Shag Bathmat-RI-04,1899.0,1899.0,,,Home Furnishing
Karatcraft Klytie Gold Diamond 18 K Ring,48043.0,31471.0,,,Jewellery
,,,,,Others
 that’s you,,,,,Others
" that’s you""",,,,,Others
Lamere Women Flats,1299.0,779.0,,,Footwear
Karatcraft Klytie Gold Diamond 18 K Ring,49999.0,33519.0,,,Jewellery
,,,,,Others
 that’s you,,,,,Others
" that’s you""",,,,,Others
Karatcraft Robini Emerald Gold Diamond 18 K Ring,49999.0,33607.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Karatcraft Trilic Gold Diamond 18 K Ring,49999.0,33761.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Allure Silver Amethyst Sterling Silver Ring,3130.0,1899.0,,,Jewellery
,,,,,Others
 featuring an eye-catching finish. Made in India,,,,,Others
" featuring an eye-catching finish. Made in India""",,,,,Others
Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,3178.0,1589.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3225.0,1225.0,,,Jewellery
CurVy Q Casual Butterfly Sleeve Solid Women's Top,,799.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Karatcraft Clariz Gold Diamond 18 K Ring,44445.0,30409.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,2975.0,1475.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,2975.0,1475.0,,,Jewellery
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,2609.0,1109.0,,,Jewellery
"Majori Casual, Festive, Party Short Sleeve Floral Print Women's Top",,850.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Uptownie Lite Party Short Sleeve Floral Print Women's Top,,999.0,,,Clothing
Zastraa Party Full Sleeve Embroidered Women's Top,,2299.0,,,Clothing
Karatcraft Musimi Gold Diamond 18 K Ring,23356.0,12183.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Posto Necktie Men's  Combo,3499.0,1499.0,,,Clothing
G-Luck Silver Turquoise NA K Ring,3680.0,3200.0,,,Jewellery
G-Luck Silver Turquoise NA K Ring,4888.0,4250.0,,,Jewellery
G-Luck Silver Turquoise NA K Ring,3738.0,3250.0,,,Jewellery
FabAlley Casual Short Sleeve Solid Women's Top,,900.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
FabAlley Casual Sleeveless Solid Women's Top,,650.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
FabAlley Casual Short Sleeve Solid Women's Top,,750.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
FabAlley Casual Sleeveless Printed Women's Top,,1200.0,,,Clothing
FabAlley Casual Sleeveless Solid Women's Top,,900.0,,,Clothing
FabAlley Casual Sleeveless Solid Women's Top,,900.0,,,Clothing
The Vanca Formal Sleeveless Printed Women's Top,,1299.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Zoysia Casual 3/4 Sleeve Solid Women's Top,,3190.0,,,Clothing
,,,,,Others
,,,,,Others
No rating available,,,,,Others
Nell Women Heels,1485.0,699.0,,,Footwear
Anaya Women Heels,1699.0,699.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,{{Occasion
Bellafoz Women Heels,999.0,499.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,Others
Bellafoz Women Heels,999.0,499.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,Others
Bellafoz Women Heels,999.0,499.0,,,Footwear
,,,,,Others
,,,,,Others
,,,,,Others
Klick2Style Casual Sleeveless Solid Women's Top,,1599.0,,,Clothing
Ishtaa Gold Cubic Zirconia 18 K Ring,8300.0,7885.0,,,Jewellery
,,,,,Others
 cluster and other patterns.,,,,,Others
" cluster and other patterns.""",,,,,Others
Vastra Valley Girl's A-line Dress,850.0,797.0,,,Clothing
Beebay Girl's A-line Dress,895.0,399.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Kidzblush Girl's A-line Dress,899.0,449.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Vastra Valley Girl's Gathered Dress,700.0,550.0,,,Clothing
My Little Joy Casual Short Sleeve Printed Girl's Top,599.0,299.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
My Little Joy Casual Short Sleeve Printed Girl's Top,599.0,299.0,,,Clothing
My Little Joy Casual Short Sleeve Printed Baby Girl's Top,599.0,299.0,,,Baby Care
Wise Guys Pouch for Lenovo S880,249.0,249.0,,,Mobiles & Accessories
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,4025.0,2525.0,,,Jewellery
Kiara Jewellery Sterling Silver Swarovski Crystal Yellow Gold Ring,2733.0,1366.0,,,Jewellery
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
,,,,,Others
Kiara Jewellery,,,,,Others
Kiara Jewellery Sterling Silver Cubic Zirconia Rhodium Ring,3238.0,1238.0,,,Jewellery
"BlueStone Sylvan Lattice Yellow Gold Diamond, Pearl 18 K Ring",38992.0,32255.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,BlueStone
United Colors of Benetton Solid Round Neck Casual Women's Sweater,2499.0,1624.0,,,Clothing
,,,,,Others
 enjoy your wear with this much famed brand named United Colors of Benetton.,,,,,Others
" enjoy your wear with this much famed brand named United Colors of Benetton.""",,,,,Others
United Colors of Benetton Solid Round Neck Casual Women's Sweater,2099.0,1364.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
Karatcraft Duma Stackable Gold Diamond 18 K Ring,13859.0,8222.0,,,Jewellery
,,,,,Others
,,,,,Others
No rating available,,,,,Karatcraft
Tapyti Casual 3/4 Sleeve Solid Women's Top,,875.0,,,Clothing
,,,,,Others
,,,,,Others
,,,,,Others
Navaksha Necktie Men's  Combo,1550.0,756.0,,,Clothing
,,,,,Others
 Cufflinks,,,,,Others
 Cufflinks,,,,,Others
G-Luck Gomed Stone Weight - 12.3 Carat / 14.47 Ratti Silver Garnet Ring,7820.0,6800.0,,,Jewellery
